iter	Logloss
864	0.004890031293
865	0.004890028387
866	0.004884637967
867	0.004882547408
868	0.004881760664
869	0.004881773479
870	0.004881283194
871	0.004880513512
872	0.004880512245
873	0.004880035371
874	0.004879543819
875	0.004879055358
876	0.004874138869
877	0.004872082584
878	0.004872052558
879	0.004868162237
880	0.004865550958
881	0.004860793762
882	0.004860787615
883	0.004856646657
884	0.004856564105
885	0.00485646043
886	0.004852774292
887	0.004850454926
888	0.004846843183
889	0.004843466878
890	0.004843388088
891	0.004842992201
892	0.004839426801
893	0.004839420952
894	0.004839323126
895	0.004837355241
896	0.004833616614
897	0.004828589931
898	0.00482576739
899	0.00482574936
900	0.004825754352
901	0.004825751483
902	0.004825622998
903	0.004822243042
904	0.004821763039
905	0.004820722006
906	0.00481878683
907	0.004818694592
908	0.004818689078
909	0.004816867188
910	0.004815815538
911	0.004815820009
912	0.004815696105
913	0.00481569387
914	0.004815592878
915	0.004815557078
916	0.004812354147
917	0.004812356085
918	0.004809610806
919	0.004808861837
920	0.004808852002
921	0.004808854945
922	0.00480885312
923	0.00480885081
924	0.00480509378
925	0.004805093333
926	0.00480509676
927	0.00479998447
928	0.004798049256
929	0.004795256518
930	0.004788153619
931	0.004786466062
932	0.004783428907
933	0.004783193581
934	0.004782976769
935	0.00477903869
936	0.004776663519
937	0.00477565676
938	0.004765605889
939	0.004763761312
940	0.004763721451
941	0.004763696454
942	0.004763686247
943	0.00476100795
944	0.004760058522
945	0.004760053009
946	0.004755580574
947	0.004755255841
948	0.004752374925
949	0.004739673808
950	0.004736201242
951	0.004733609185
952	0.004733605459
953	0.004733173251
954	0.004732941501
955	0.0047265286
956	0.004721426144
957	0.004721334055
958	0.004716030695
959	0.004714038409
960	0.004708357453
961	0.004708361402
962	0.004708288088
963	0.004708211273
964	0.004704182595
965	0.004704186805
966	0.004703735597
967	0.004700222462
968	0.00469677981
969	0.004694018178
970	0.004693996683
971	0.004693877362
972	0.004693556353
973	0.004693242274
974	0.004692834988
975	0.004690145813
976	0.004689632356
977	0.004686919823
978	0.004686916061
979	0.004685316086
980	0.004685296677
981	0.004683755897
982	0.004681874998
983	0.004672473148
984	0.004669116102
985	0.004669109955
986	0.004668687545
987	0.004663199335
988	0.004659859911
989	0.004654684588
990	0.004648682997
991	0.004646639042
992	0.004637709074
993	0.004637668207
994	0.004635006711
995	0.004632026553
996	0.004631115608
997	0.004628825113
998	0.004625978321
999	0.004625973031
